id,name,league
club-atletico-talleres,CA Talleres,AR1N
club-olimpo,Club Olimpo,AR1N
quilmes-atletico-club,Quilmes AC,AR1N
defensa-y-justicia,Defensa y Justicia,AR1N
ca-chacarita-juniors,CA Chacarita Juniors,AR1N
club-atletico-tucuman,Club Atlético Tucumán,AR1N
atletico-de-rafaela,AMSD Atlético de Rafaela,AR1N
club-atletico-san-martin-sj-,CA San Martín (San Juan),AR1N
club-atletico-patronato,CA Patronato,AR1N
nueva-chicago,CA Nueva Chicago,AR1N
gimnasia-y-esgrima-de-jujuy,Club Atlético Gimnasia y Esgrima (Jujuy),AR1N
club-atletico-aldosivi,CA Aldosivi,AR1N
ca-all-boys-buenos-aires,CA All Boys,AR1N
club-atletico-sarmiento-junin-,CA Sarmiento (Junin),AR1N
club-atletico-platense,Club Atlético Platense,AR1N
instituto-ac-cordoba,Instituto ACC,AR1N
club-atletico-central-cordoba-sde-,CA Central Córdoba (SdE),AR1N
club-atletico-temperley,CA Temperley,AR1N
club-almagro,Club Almagro,AR1N
club-ferro-carril-oeste,Club Ferro Carril Oeste,AR1N
club-atletico-barracas-central,CA Barracas Central,AR1N
ca-san-martin-tucuman-,Club Atlético San Martín (Tucumán),AR1N
ca-talleres-remedios-de-escalada-,CA Talleres (Remedios de Escalada),AR1N
ca-los-andes,CA Los Andes,AR1N
ca-tiro-federal,CA Tiro Federal,AR1N
club-atletico-atlanta,CA Atlanta,AR1N
huracan-de-tres-arroyos,CA Huracán (Tres Arroyos),AR1N
club-mutual-crucero-del-norte,CM Crucero del Norte,AR1N
apoel-nikosia,APOEL Nicosia,ZYP1
omonia-nikosia,Omonia Nicosia,ZYP1
apollon-limassol,Apollon Limassol,ZYP1
anorthosis-famagusta,Anorthosis Famagusta,ZYP1
ael-limassol,AEL Limassol,ZYP1
aek-larnaka,AEK Larnaca,ZYP1
ethnikos-achnas,Ethnikos Achnas,ZYP1
nea-salamina-famagusta,Nea Salamina Famagusta,ZYP1
doxa-katokopias,Doxa Katokopias,ZYP1
enosis-neon-paralimniou,Enosis Neon Paralimniou,ZYP1
aris-limassol,Aris Limassol,ZYP1
pafos-fc,Pafos FC,ZYP1
ermis-aradippou,Ermis Aradippou,ZYP1
olympiakos-nikosia,Olympiakos Nicosia,ZYP1
alki-larnaka,Alki Larnaca,ZYP1
apop-kinyras-pegias,APOP Kinyras Pegias,ZYP1
karmiotissa-pano-polemidion,Karmiotissa Pano Polemidion,ZYP1
ae-pafos,AE Pafos,ZYP1
alki-oroklini,Alki Oroklini,ZYP1
ao-agia-napa,AO Agia Napa,ZYP1
othellos-athienou,Othellos Athienou,ZYP1
apep-pitsilia,APEP Pitsilia,ZYP1
digenis-akritas-morfou,Digenis Akritas Morfou,ZYP1
akritas-chlorakas,Akritas Chlorakas,ZYP1
aek-kouklia,AEK Kouklia,ZYP1
aez-zakakiou,AEZ Zakakiou,ZYP1
anagennisi-derynias,Anagennisi Derynias,ZYP1
paeek,PAEEK Kyrenia,ZYP1
atromitos-geroskipou,Geroskipou FC,ZYP1
thoi-lakatamias,THOI Lakatamias,ZYP1
montedio-yamagata,Montedio Yamagata,JAP2
mito-hollyhock,Mito HollyHock,JAP2
yokohama-fc,Yokohama FC,JAP2
tokyo-verdy,Tokyo Verdy,JAP2
ventforet-kofu,Ventforet Kofu,JAP2
avispa-fukuoka,Avispa Fukuoka,JAP2
kyoto-sanga,Kyoto Sanga,JAP2
tokushima-vortis,Tokushima Vortis,JAP2
hokkaido-consadole-sapporo,Hokkaido Consadole Sapporo,JAP2
shonan-bellmare,Shonan Bellmare,JAP2
jef-united-chiba,JEF United Chiba,JAP2
oita-trinita,Oita Trinita,JAP2
fagiano-okayama,Fagiano Okayama,JAP2
omiya-ardija,Omiya Ardija,JAP2
thespakusatsu-gunma,Thespa Gunma,JAP2
ehime-fc,Ehime FC,JAP2
vegalta-sendai,Vegalta Sendai,JAP2
sagan-tosu,Sagan Tosu,JAP2
albirex-niigata,Albirex Niigata,JAP2
v-varen-nagasaki,V-Varen Nagasaki,JAP2
roasso-kumamoto,Roasso Kumamoto,JAP2
tochigi-sc,Tochigi SC,JAP2
machida-zelvia,Machida Zelvia,JAP2
matsumoto-yamaga,Matsumoto Yamaga,JAP2
fc-gifu,FC Gifu,JAP2
cerezo-osaka,Cerezo Osaka,JAP2
giravanz-kitakyushu,Giravanz Kitakyushu,JAP2
zweigen-kanazawa,Zweigen Kanazawa,JAP2
kawasaki-frontale,Kawasaki Frontale,JAP2
renofa-yamaguchi,Renofa Yamaguchi,JAP2
jubilo-iwata,Júbilo Iwata,JAP2
kashiwa-reysol,Kashiwa Reysol,JAP2
kataller-toyama,Kataller Toyama,JAP2
fc-ryukyu,FC Ryukyu,JAP2
kamatamare-sanuki,Kamatamare Sanuki,JAP2
shimizu-s-pulse,Shimizu S-Pulse,JAP2
sanfrecce-hiroshima,Sanfrecce Hiroshima,JAP2
blaublitz-akita,Blaublitz Akita,JAP2
vissel-kobe,Vissel Kobe,JAP2
fc-tokyo,FC Tokyo,JAP2
gainare-tottori,Gainare Tottori,JAP2
gamba-osaka,Gamba Osaka,JAP2
urawa-red-diamonds,Urawa Red Diamonds,JAP2
nagoya-grampus,Nagoya Grampus,JAP2
iwaki-fc,Iwaki FC,JAP2
fujieda-myfc,Fujieda MYFC,JAP2
kagoshima-united,Kagoshima United,JAP2
sc-sagamihara,SC Sagamihara,JAP2
iwate-grulla-morioka,Iwate Grulla Morioka,JAP2
sc-cambuur-leeuwarden,SC Cambuur Leeuwarden,NL2
fc-eindhoven,FC Eindhoven,NL2
helmond-sport,Helmond Sport,NL2
fc-den-bosch,FC Den Bosch,NL2
fc-volendam,FC Volendam,NL2
vvv-venlo,VVV-Venlo,NL2
sc-telstar,SC Telstar,NL2
de-graafschap-doetinchem,De Graafschap Doetinchem,NL2
fc-dordrecht,FC Dordrecht,NL2
sc-veendam,SC Veendam (- 2013),NL2
heracles-almelo,Heracles Almelo,NL2
pec-zwolle,PEC Zwolle,NL2
sbv-excelsior-rotterdam,Excelsior Rotterdam,NL2
fc-emmen,FC Emmen,NL2
mvv-maastricht,MVV Maastricht,NL2
fortuna-sittard,Fortuna Sittard,NL2
go-ahead-eagles-deventer,Go Ahead Eagles,NL2
top-oss,TOP Oss,NL2
rbc-roosendaal,RBC Roosendaal,NL2
willem-ii-tilburg,Willem II Tilburg,NL2
ado-den-haag,ADO Den Haag,NL2
sc-heerenveen,SC Heerenveen,NL2
fc-haarlem-aufgel-,HFC Haarlem (- 2009),NL2
nac-breda,NAC Breda,NL2
vitesse-arnheim,Vitesse Arnhem,NL2
nec-nijmegen,NEC Nijmegen,NL2
fc-wageningen,WVV Wageningen,NL2
svv-schiedam,SVV Schiedam,NL2
almere-city-fc,Almere City FC,NL2
rkc-waalwijk,RKC Waalwijk,NL2
az-alkmaar,AZ Alkmaar,NL2
fc-groningen,FC Groningen,NL2
sparta-rotterdam,Sparta Rotterdam,NL2
ajax-amsterdam-ii,Ajax Amsterdam U21,NL2
roda-jc-kerkrade,Roda JC Kerkrade,NL2
psv-eindhoven-ii,PSV Eindhoven U21,NL2
asv-blauw-wit,ASV Blauw-Wit,NL2
agovv-apeldoorn-aufgel-,AGOVV Apeldoorn (- 2013),NL2
asc-de-volewijckers,ASC De Volewijckers,NL2
holland-sport-aufgel-,Holland Sport (- 1971),NL2
usv-elinkwijk,USV Elinkwijk,NL2
az-alkmaar-ii,AZ Alkmaar U21,NL2
sc-amersfoort,SC Amersfoort (- 1982),NL2
hvc-amersfoort,HVC Amersfoort,NL2
velox,Velox,NL2
dfc-dordrecht,DFC Dordrecht,NL2
fc-utrecht-ii,FC Utrecht U21,NL2
fc-vlaardingen-74,FC Vlaardingen '74 (- 1981),NL2
fortuna-vlaardingen,Fortuna Vlaardingen,NL2
fc-amsterdam,FC Amsterdam (- 1982),NL2
dhc-delft,DHC Delft,NL2
rksv-sittardia,RKSV Sittardia (- 1968),NL2
rch-heemstede,RCH Heemstede,NL2
fc-twente-enschede,Twente Enschede FC,NL2
alkmaar-54,Alkmaar '54 (- 1967),NL2
enschedese-boys,Enschedese Boys (- 2017),NL2
achilles-29,Achilles '29,NL2
fc-twente-enschede-heracles-almelo-u21,FC Twente Enschede U21,NL2
dws-amsterdam,DWS Amsterdam,NL2
fc-zaanstreek,FC Zaanstreek (- 1967),NL2
xerxes-dzb,RFC Xerxes (- 2000),NL2
vc-vlissingen,VC Vlissingen,NL2
dhc-66,DHC '66,NL2
sc-drente,SC Drente (- 1971),NL2
bsv-limburgia,SV Limburgia (- 1998),NL2
sv-wehen-wiesbaden,SV Wehen Wiesbaden,L3
vfl-osnabruck,VfL Osnabrück,L3
hallescher-fc,Hallescher FC,L3
spvgg-unterhaching,SpVgg Unterhaching,L3
fc-hansa-rostock,FC Hansa Rostock,L3
preussen-munster,Preußen Münster,L3
sg-dynamo-dresden,SG Dynamo Dresden,L3
rot-weiss-erfurt,Rot-Weiß Erfurt,L3
1-fc-saarbrucken,1.FC Saarbrücken,L3
msv-duisburg,MSV Duisburg,L3
ssv-jahn-regensburg,SSV Jahn Regensburg,L3
chemnitzer-fc,Chemnitzer FC,L3
1-fc-magdeburg,1.FC Magdeburg,L3
vfb-stuttgart-ii,VfB Stuttgart II,L3
eintracht-braunschweig,Eintracht Braunschweig,L3
tsv-1860-munchen,TSV 1860 Munich,L3
fsv-zwickau,FSV Zwickau,L3
1-fc-heidenheim-1846,1.FC Heidenheim 1846,L3
vfr-aalen,VfR Aalen,L3
borussia-dortmund-ii,Borussia Dortmund II,L3
fc-carl-zeiss-jena,FC Carl Zeiss Jena,L3
fc-ingolstadt-04,FC Ingolstadt 04,L3
sv-meppen,SV Meppen,L3
fc-erzgebirge-aue,FC Erzgebirge Aue,L3
wurzburger-kickers,Würzburger Kickers,L3
sg-sonnenhof-grossaspach,SG Sonnenhof Großaspach,L3
sv-waldhof-mannheim,SV Waldhof Mannheim,L3
sv-wacker-burghausen,SV Wacker Burghausen,L3
holstein-kiel,Holstein Kiel,L3
sv-sandhausen,SV Sandhausen,L3
sv-werder-bremen-ii,SV Werder Bremen II,L3
kickers-offenbach,Kickers Offenbach,L3
fc-viktoria-koln,FC Viktoria Köln,L3
fc-bayern-munchen-ii,FC Bayern Munich II,L3
arminia-bielefeld,Arminia Bielefeld,L3
sc-fortuna-koln,SC Fortuna Köln,L3
stuttgarter-kickers,Stuttgarter Kickers,L3
karlsruher-sc,Karlsruher SC,L3
1-fc-kaiserslautern,1.FC Kaiserslautern,L3
sc-paderborn-07,SC Paderborn 07,L3
sc-verl,SC Verl,L3
sv-darmstadt-98,SV Darmstadt 98,L3
sc-freiburg-ii,SC Freiburg II,L3
fc-energie-cottbus,FC Energie Cottbus,L3
kfc-uerdingen-05,KFC Uerdingen 05,L3
1-fsv-mainz-05-ii,1.FSV Mainz 05 II,L3
sportfreunde-lotte,Sportfreunde Lotte,L3
sv-babelsberg-03,SV Babelsberg 03,L3
sv-07-elversberg,SV 07 Elversberg,L3
rot-weiss-essen,Rot-Weiss Essen,L3
wuppertaler-sv,Wuppertaler SV,L3
rasenballsport-leipzig,RB Leipzig,L3
1-fc-union-berlin,1.FC Union Berlin,L3
ssv-ulm-1846,SSV Ulm 1846,L3
fortuna-dusseldorf,Fortuna Düsseldorf,L3
vfb-lubeck,VfB Lübeck,L3
kickers-emden,Kickers Emden,L3
tus-koblenz,TuS Koblenz,L3
turkgucu-munchen,Türkgücü München,L3
rot-weiss-ahlen,Rot Weiss Ahlen,L3
rot-weiss-oberhausen,Rot-Weiß Oberhausen,L3
fc-viktoria-1889-berlin,FC Viktoria 1889 Berlin,L3
vfb-oldenburg,VfB Oldenburg,L3
spvgg-bayreuth,SpVgg Bayreuth,L3
alemannia-aachen,Alemannia Aachen,L3
fsv-frankfurt,FSV Frankfurt,L3
tsv-havelse,TSV Havelse,L3
spvgg-greuther-furth,SpVgg Greuther Fürth,L2
fc-st-pauli,FC St. Pauli,L2
hannover-96,Hannover 96,L2
alemannia-aachen,Alemannia Aachen,L2
karlsruher-sc,Karlsruher SC,L2
sc-fortuna-koln,SC Fortuna Köln,L2
sv-darmstadt-98,SV Darmstadt 98,L2
stuttgarter-kickers,Stuttgarter Kickers,L2
sc-freiburg,SC Freiburg,L2
1-fc-nurnberg,1.FC Nuremberg,L2
vfl-osnabruck,VfL Osnabrück,L2
arminia-bielefeld,Arminia Bielefeld,L2
msv-duisburg,MSV Duisburg,L2
sv-waldhof-mannheim,SV Waldhof Mannheim,L2
tsv-1860-munchen,TSV 1860 Munich,L2
sg-wattenscheid-09,SG Wattenscheid 09,L2
1-fc-saarbrucken,1.FC Saarbrücken,L2
1-fsv-mainz-05,1.FSV Mainz 05,L2
fortuna-dusseldorf,Fortuna Düsseldorf,L2
eintracht-braunschweig,Eintracht Braunschweig,L2
hertha-bsc,Hertha BSC,L2
vfl-bochum,VfL Bochum,L2
fc-08-homburg,FC 08 Homburg,L2
rot-weiss-essen,Rot-Weiss Essen,L2
rot-weiss-oberhausen,Rot-Weiß Oberhausen,L2
kickers-offenbach,Kickers Offenbach,L2
1-fc-union-solingen,1.FC Union Solingen,L2
fc-erzgebirge-aue,FC Erzgebirge Aue,L2
sc-paderborn-07,SC Paderborn 07,L2
fsv-frankfurt,FSV Frankfurt,L2
1-fc-kaiserslautern,1.FC Kaiserslautern,L2
spvgg-bayreuth,SpVgg Bayreuth,L2
1-fc-union-berlin,1.FC Union Berlin,L2
kfc-uerdingen-05,KFC Uerdingen 05,L2
fc-augsburg,FC Augsburg,L2
1-fc-koln,1.FC Köln,L2
preussen-munster,Preußen Münster,L2
fc-energie-cottbus,FC Energie Cottbus,L2
spvgg-unterhaching,SpVgg Unterhaching,L2
sv-meppen,SV Meppen,L2
holstein-kiel,Holstein Kiel,L2
fc-hansa-rostock,FC Hansa Rostock,L2
1-fc-heidenheim-1846,1.FC Heidenheim 1846,L2
fc-hessen-kassel,FC Hessen Kassel (- 1998),L2
fc-schalke-04,FC Schalke 04,L2
tennis-borussia-berlin,Tennis Borussia Berlin,L2
sv-sandhausen,SV Sandhausen,L2
sg-dynamo-dresden,SG Dynamo Dresden,L2
sv-eintracht-trier-05,SV Eintracht Trier 05,L2
ssv-jahn-regensburg,SSV Jahn Regensburg,L2
blau-weiss-90-berlin,Blau-Weiß 90 Berlin,L2
ssv-ulm-1846,SSV Ulm 1846,L2
fc-ingolstadt-04,FC Ingolstadt 04,L2
eintracht-frankfurt,Eintracht Frankfurt,L2
hamburger-sv,Hamburger SV,L2
fc-carl-zeiss-jena,FC Carl Zeiss Jena,L2
wuppertaler-sv,Wuppertaler SV,L2
vfl-wolfsburg,VfL Wolfsburg,L2
rot-weiss-ahlen,Rot Weiss Ahlen,L2
vfr-wormatia-worms,VfR Wormatia Worms,L2
chemnitzer-fc,Chemnitzer FC,L2
1-fc-lokomotive-leipzig,1.FC Lokomotive Leipzig,L2
vfb-stuttgart,VfB Stuttgart,L2
freiburger-fc,Freiburger FC,L2
bayer-04-leverkusen,Bayer 04 Leverkusen,L2
fc-bayern-hof-2005-,FC Bayern Hof (- 2005),L2
fc-gutersloh,FC Gütersloh,L2
sc-westfalia-herne,SC Westfalia Herne,L2
sv-wacker-burghausen,SV Wacker Burghausen,L2
vfb-oldenburg,VfB Oldenburg,L2
schwarz-weiss-essen,Schwarz-Weiß Essen,L2
1-sc-gottingen-05,1.SC Göttingen 05,L2
sv-rochling-volklingen,SV Röchling Völklingen,L2
borussia-monchengladbach,Borussia Mönchengladbach,L2
vfr-burstadt,VfR Bürstadt,L2
sc-herford,SC Herford,L2
wurzburger-fv,Würzburger FV 04,L2
arminia-hannover,Arminia Hannover,L2
vfb-lubeck,VfB Lübeck,L2
sv-werder-bremen,SV Werder Bremen,L2
sc-viktoria-koln,SC Viktoria Köln (- 1994),L2
tus-koblenz,TuS Koblenz,L2
rot-weiss-ludenscheid,Rot-Weiß Lüdenscheid,L2
fsv-zwickau,FSV Zwickau,L2
sc-wacker-04-berlin,SC Wacker 04 Berlin,L2
ssv-reutlingen-05,SSV Reutlingen 05,L2
fk-pirmasens,FK Pirmasens,L2
1-fc-schweinfurt-05,1.FC Schweinfurt 05,L2
borussia-dortmund,Borussia Dortmund,L2
sv-wehen-wiesbaden,SV Wehen Wiesbaden,L2
ksv-baunatal,KSV Baunatal,L2
sv-viktoria-aschaffenburg,SV Viktoria Aschaffenburg,L2
vfr-aalen,VfR Aalen,L2
rasenballsport-leipzig,RB Leipzig,L2
1-fc-magdeburg,1.FC Magdeburg,L2
bv-08-luttringhausen,BVL 08 Remscheid (- 1990),L2
spvgg-erkenschwick,SpVgg Erkenschwick,L2
borussia-neunkirchen,Borussia Neunkirchen,L2
dsc-wanne-eickel,DSC Wanne-Eickel ,L2
1-fc-bocholt,1.FC Bocholt,L2
esv-ingolstadt,ESV Ingolstadt,L2
mtv-ingolstadt,MTV Ingolstadt,L2
1-fc-mulheim-styrum,1.FC Mülheim-Styrum,L2
osc-bremerhaven,OSC Bremerhaven,L2
wurzburger-kickers,Würzburger Kickers,L2
osv-hannover,OSV Hannover,L2
fc-remscheid,FC Remscheid,L2
tsg-1899-hoffenheim,TSG 1899 Hoffenheim,L2
bonner-sc,Bonner SC,L2
sv-07-elversberg,SV 07 Elversberg,L2
fc-hanau-93,1.Hanauer FC 93,L2
vfr-heilbronn,VfR Heilbronn,L2
rot-weiss-erfurt,Rot-Weiß Erfurt,L2
sc-charlottenburg,SC Charlottenburg,L2
tsr-olympia-wilhelmshaven,TSR Olympia Wilhelmshaven (- 2009),L2
vfr-mannheim,VfR Mannheim,L2
sportfreunde-siegen,Sportfreunde Siegen,L2
eintracht-bad-kreuznach,Eintracht Bad Kreuznach,L2
vfb-eppingen,VfB Eppingen,L2
tus-schloss-neuhaus,TuS Schloß-Neuhaus (- 1985),L2
hsv-barmbek-uhlenhorst,HSV Barmbek-Uhlenhorst,L2
hallescher-fc,Hallescher FC,L2
tsv-havelse,TSV Havelse,L2
fsv-salmrohr,FSV Salmrohr,L2
fc-stahl-brandenburg,BSG Stahl Brandenburg,L2
bsv-schwenningen,BSV Schwenningen,L2
sv-babelsberg-03,SV Babelsberg 03,L2
spandauer-sv,Spandauer SV,L2
ac-sparta-prag,AC Sparta Prague,TS1
sk-slavia-prag,SK Slavia Prague,TS1
fc-slovan-liberec,FC Slovan Liberec,TS1
fc-viktoria-pilsen,FC Viktoria Plzen,TS1
fk-jablonec,FK Jablonec,TS1
sk-sigma-olmutz,SK Sigma Olomouc,TS1
fc-banik-ostrau,FC Banik Ostrava,TS1
fk-teplice,FK Teplice,TS1
fc-zbrojovka-brunn,FC Zbrojovka Brno,TS1
fk-mlada-boleslav,FK Mlada Boleslav,TS1
1-fc-slovacko,1.FC Slovacko,TS1
sk-dynamo-ceske-budejovice,SK Dynamo Ceske Budejovice,TS1
fc-bohemians-prag-1905,Bohemians Prague 1905,TS1
1-fk-pribram,FK Pribram,TS1
fc-fastav-zlin,FC Zlin,TS1
fc-hradec-kralove,FC Hradec Kralove,TS1
fk-viktoria-zizkov,FK Viktoria Zizkov,TS1
fk-drnovice,FK Drnovice,TS1
slezsky-fc-opava,Slezsky FC Opava,TS1
fk-dukla-prag,FK Dukla Prague,TS1
fk-chmel-blsany,FK Chmel Blsany (- 2016),TS1
fc-vysocina-jihlava,FC Vysocina Jihlava,TS1
mfk-karvina,MFK Karvina,TS1
fk-pardubice,FK Pardubice,TS1
sk-kladno,SK Kladno,TS1
fk-hvezda-cheb,FK Hvezda Cheb,TS1
fk-banik-most,FK Banik Most (-2016),TS1
fk-strizkov,FK Strizkov (-2017),TS1
fc-karvina,FC Karvina (-2003),TS1
1-sc-znojmo,1.SC Znojmo FK,TS1
fk-usti-nad-labem,FK Viagem Usti nad Labem,TS1
fc-slovacka-slavia-uherske-hradiste,FC Slovacka Slavia Uherske Hradiste,TS1
mfk-vitkovice,MFK Vitkovice,TS1
sk-benesov,FK Benesov,TS1
afk-atlantik-lazne-bohdanec,AFK Atlantic Lazne Bohdanec (-2000),TS1
us-cremonese-u19,Cremonese Primavera,IJ2A
parma-calcio-1913-u19,Parma Primavera,IJ2A
venezia-fc-u19,Venezia Primavera,IJ2A
brescia-calcio-u19,Brescia Primavera,IJ2A
spal-u19,SPAL Primavera,IJ2A
udinese-calcio-u19,Udinese Primavera,IJ2A
as-cittadella-u19,Cittadella Primavera,IJ2A
vicenza-primavera,Vicenza Primavera,IJ2A
ac-monza-u19,Monza Primavera,IJ2A
hellas-verona-u19,Hellas Verona Primavera,IJ2A
como-primavera,Como Primavera,IJ2A
calcio-padova-u19,Padova Primavera,IJ2A
spezia-calcio-u19,Spezia Primavera,IJ2A
albinoleffe-u19,AlbinoLeffe Primavera,IJ2A
pordenone-primavera,Pordenone Primavera,IJ2A
virtus-entella-u19,Virtus Entella Primavera,IJ2A
reggiana-u19,Reggiana Primavera,IJ2A
genua-cfc-u19,Genoa U19,IJ2A
alessandria-primavera,Alessandria Primavera,IJ2A
feralpisalo-primavera,Feralpisalò Primavera,IJ2A
ac-mailand-u19,Milan Primavera,IJ2A
fc-bologna-u19,Bologna Primavera,IJ2A
novara-calcio-1908-u19,Novara Primavera,IJ2A
fc-empoli-u19,Empoli Primavera,IJ2A
cesena-fc-u19,Cesena Primavera,IJ2A
chievo-verona-u19,Chievo Primavera,IJ2A
sudtirol-primavera,Südtirol Primavera,IJ2A
fc-pro-vercelli-u19,Pro Vercelli Primavera,IJ2A
renate-primavera,Renate Primavera,IJ2A
carpi-fc-1909-u19,Carpi Primavera,IJ2A
us-salernitana-1919-u19,Salernitana Primavera,IJ2A
gnk-dinamo-zagreb,GNK Dinamo Zagreb,KR1
hnk-hajduk-split,HNK Hajduk Split,KR1
hnk-rijeka,HNK Rijeka,KR1
nk-osijek,NK Osijek,KR1
slaven-belupo-koprivnica,Slaven Belupo Koprivnica,KR1
nk-lokomotiva-zagreb,NK Lokomotiva Zagreb,KR1
nk-istra-1961,NK Istra 1961,KR1
nk-inter-zapresic,NK Inker,KR1
nk-varazdin,NK Varazdin,KR1
nk-zagreb,NK Zagreb,KR1
hnk-cibalia-vinkovci,HNK Cibalia Vinkovci,KR1
hnk-sibenik,HNK Sibenik,KR1
rnk-split,RNK Split,KR1
nk-zadar,HNK Zadar,KR1
hnk-gorica,HNK Gorica,KR1
nk-karlovac-1919,NK Karlovac 1919,KR1
nk-medjimurje-cakovec,NK Medjimurje Cakovec,KR1
nk-hrvatski-dragovoljac,NK Hrvatski Dragovoljac,KR1
nk-rudes,NK Rudes,KR1
nk-kamen-ingrad-velika,NK Kamen Ingrad Velika,KR1
nk-croatia-sesvete,NK Croatia Sesvete,KR1
nk-lucko,NK Lucko,KR1
us-pianese,US Pianese,IT4E
us-follonica-gavorrano,US Follonica Gavorrano,IT4E
sc-trestina,Sporting Club Trestina,IT4E
san-donato-tavarnelle,San Donato Tavarnelle,IT4E
sangiovannese-1927,Sangiovannese 1927,IT4E
calcio-flaminia,Flaminia Civita Castellana,IT4E
cs-scandicci-1908,FC Scandicci 1908,IT4E
fc-ponsacco-1920,FC Ponsacco 1920,IT4E
us-poggibonsi,US Poggibonsi,IT4E
ss-arezzo,SS Arezzo,IT4E
ghivizzano-borgo-a-mozzano,GSD Ghiviborgo VDS,IT4E
vivi-altotevere-sansepolcro,Vivi Altotevere Sansepolcro,IT4E
us-massese-1919,US Massese 1919,IT4E
seravezza-pozzi-calcio,Seravezza Pozzi Calcio,IT4E
aquila-1902-montevarchi,Aquila Montevarchi 1902,IT4E
ssd-spoleto-calcio,SSD Spoleto Calcio,IT4E
usd-real-forte-querceta,USD Real Forte Querceta,IT4E
viareggio-2014,MPSC Viareggio Calcio,IT4E
as-gualdo-casacastalda,AS Gualdo Casacastalda,IT4E
asd-foligno-calcio,ASD Foligno Calcio,IT4E
us-grosseto-1912,US Grosseto 1912,IT4E
bastia-calcio-1924,Bastia Calcio 1924,IT4E
asd-cannara,ASD Cannara,IT4E
tiferno-1919,AC Città di Castello,IT4E
vf-colligiana,VF Colligiana,IT4E
jolly-amp-montemurlo,Jolly & Montemurlo,IT4E
as-ostiamare-lido-calcio,AS Ostiamare Lido Calcio,IT4E
as-deruta-1926,AS Deruta 1926,IT4E
acn-siena-1904,Siena FC,IT4E
ad-valdinievole-montecatini,AD Valdinievole Montecatini,IT4E
orvietana-calcio,Orvietana Calcio,IT4E
as-castel-rigone,AS Castel Rigone,IT4E
savona-fbc,Savona FBC,IT4E
sanremese-calcio,Sanremese Calcio,IT4E
montespaccato-savoia,Montespaccato Calcio,IT4E
us-viterbese-1908,US Viterbese 1908,IT4E
as-livorno,US Livorno 1915,IT4E
asd-pontevecchio,ASD Pontevecchio,IT4E
lornano-badesse-calcio,Lornano Badesse Calcio,IT4E
usd-lavagnese-1919,USD Lavagnese 1919,IT4E
asd-tau-calcio-altopascio,ASD Tau Calcio Altopascio,IT4E
asd-cascina-calcio,Mobilieri Ponsacco,IT4E
citta-di-foligno-1928,Città di Foligno 1928,IT4E
fc-rieti,SSA Rieti,IT4E
asd-sporting-terni,ASD Sporting Terni,IT4E
sc-ligorna-1922,SC Ligorna 1922,IT4E
usd-sestri-levante-1919,USD Sestri Levante 1919,IT4E
fbc-finale-1908,FBC Finale 1908,IT4E
aglianese-calcio-1923,Aglianese Calcio 1923,IT4E
us-pistoiese-1921,US Pistoiese 1921,IT4E
asd-grassina,ASD Grassina,IT4E
as-gubbio-1910,AS Gubbio 1910,IT4E
pierantonio-sport,Pierantonio Sport,IT4E
usd-fiesolecaldine,USD FiesoleCaldine,IT4E
us-citta-di-pontedera,US Città di Pontedera,IT4E
ac-tuttocuoio,AC Tuttocuoio,IT4E
albissola-2010,Albissola 2010,IT4E
ssd-argentina-arma,SSD Argentina Arma,IT4E
todi-calcio,Todi Calcio,IT4E
trastevere-calcio,Trastevere Calcio,IT4E
uc-sinalunghese,UC Sinalunghese,IT4E
ac-prato,AC Prato,IT4E
monterosi-fc,Monterosi Tuscia FC,IT4E
asd-valdarno-football-club,ASD Figline 1965,IT4E
cynthialbalonga-calcio,Cynthialbalonga Calcio,IT4E
ssd-citta-di-castello,FC Castello Calcio San Secondo 2020,IT4E
us-fezzanese,USD Fezzanese,IT4E
rignanese-calcio,Rignanese Calcio,IT4E
sangimignano-sport,Sangimignano Sport,IT4E
lanciotto-campi-bisenzio,Lanciotto Campi Bisenzio,IT4E
asd-terranuova-traiana,ASD Terranuova Traiana,IT4E
us-zagarolo-calcio,US Zagarolo Calcio,IT4E
unipomezia-virtus,Unipomezia Virtus,IT4E
asd-villabiagio,ASD Villabiagio,IT4E
acd-olimpic-sansovino, ACD Olimpic Sansovino,IT4E
sporting-recco,Sporting Recco,IT4E
pomezia-calcio,Pomezia Calcio,IT4E
narnese-calcio,Narnese Calcio,IT4E
pro-livorno-sorgenti,Pro Livorno Sorgenti,IT4E
sc-atletico-cenaia,SC Cenaia 1969,IT4E
kf-korabi,KF Korabi,ALB2
fk-apolonia,FK Apolonia,ALB2
ks-burreli,KS Burreli,ALB2
ks-lushnja,KS Lushnja,ALB2
ks-besa-kavaje,KS Besa,ALB2
kf-bylis-ballsh,FK Bylis,ALB2
fk-tomori-berat,FK Tomori Berat,ALB2
flamurtari-fc,Flamurtari FC,ALB2
kf-erzeni-shijak,KF Erzeni,ALB2
kf-pogradeci,KF Pogradeci,ALB2
beselidhja-lezhe,Besëlidhja,ALB2
kf-turbina-cerrik,KF Turbina,ALB2
kf-vora,KF Vora,ALB2
fk-dinamo-tirana,FC Dinamo City,ALB2
kf-terbuni-puke,KF Tërbuni,ALB2
af-elbasani,AF Elbasani,ALB2
ks-kastrioti-kruje,KS Kastrioti,ALB2
kf-oriku,KF Oriku,ALB2
